Band1,Band2,Band3,Band4
3.6398670647999998,0.4709391823,0.3265855764,0.0185855764164
3.7285742764,0.47293918230000004,0.3749391823,0.037292788208
3.6476350940000004,0.5572927882,0.3436463941,0.0178783646246
3.2815134586,0.40329278820000003,0.2676463941,0.0292927882082
3.475635094,0.404,0.3,0.0069391823123999994
3.2672701878,0.4372927882,0.28093918230000003,0.036
3.2880198283333333,0.41774399016666663,0.28127063226666665,0.023526642100166667
3.4317454290000002,0.46587836462,0.30387836462,0.0145855764164
3.4679887000000003,0.4609391823,0.3449391823,0.0402319705202
3.3304639412,0.45893918229999997,0.2985855764,0.0205855764164
3.2045742762000002,0.3685855764,0.2238783646,0.0122319705202
3.144452641,0.2912927882,0.1589391823,0.023292788208
3.3009278824,0.3549391823,0.2298783646,0.015292788208399999
3.4746959118,0.46364639409999997,0.27693918230000003,0.0089391823126
3.3559773995999995,0.4826959115399999,0.3135134585,0.031403123354
3.2797878578333335,0.5653866175333333,0.3871452301666667,0.01900520559066667
3.5343310054,0.57363509386,0.36291658188000003,0.0295134585
3.3989165820000005,0.4399773995199999,0.24667331112,0.0070269170046
3.7498670646,0.2820990349,0.1616124934,0.021038217228
3.9410382172,0.45797739956,0.26478364624,0.0186733111072
3.9115021584,0.44634230566,0.2838557642,0.012673311107000002
4.2496350942,0.51669591156,0.33515985264000003,0.0395134585016
4.200331005400001,0.5192814879800001,0.33833100542,0.018574276187999998
4.324585132166667,0.5690052055833333,0.3725224308333333,0.028802479968333336
4.5876237936,0.5695134585,0.34078364627999996,0.0189052816274
4.3956237936,0.5171598526200001,0.35596609932,0.0364300403572
4.3117454294,0.44739182312,0.27772282859999997,0.01334662221406
3.9178557642,0.37963509388,0.25102691698,0.0496011931924
4.0355021584,0.54139182312,0.3336124934,0.0304300403562
3.7497454292,0.48892788208000004,0.30290528162,0.007137252149000001
3.8307949464,0.45034230568,0.29020937006,0.021038217231199998
3.7676332105,0.5053866175333334,0.34361858805,0.0252852547235
3.5426846114,0.4636463941000001,0.2965855764,0.040939182312
3.4999886998000003,0.51352475872,0.36917115282,0.0196463941042
3.3463423058000004,0.4009391823,0.2749391823,0.014000000000000002
3.3708062468,0.4176463941,0.2889391823,0.015292788207999999
3.2259773996,0.49328148798000004,0.35079494648000004,0.0177454290222
3.4197454292,0.5426733110999999,0.37863941042,0.015125951919800002
2.9799773996,0.47845264079999994,0.32007643448,0.035490858046
3.158452641,0.41423197050000005,0.32281754692,0.0188062467088
3.1983144996666666,0.38578265191666666,0.24578265191666668,0.021077323506666665
3.1663423057999998,0.32293918229999996,0.1845855764,0.017292788208000003
3.0991598526,0.3445855764,0.20623197050000003,0.018939182312
3.3275134588,0.4576463941,0.2892927882,0.03293918231200001
3.285281488,0.5272927881999999,0.3532927882,0.017292788208
3.3213918234,0.4632927882000001,0.3136463941,0.029646394104000003
3.361745429,0.4489391823,0.2749391823,0.018939182312
3.4157454292,0.40729278820000003,0.2482319705,0.023646394104
3.3963531616666667,0.38607732349999996,0.242154647,0.018821313680333334
3.4511598528,0.4129391823,0.2442319705,0.0125855764166
3.5928175472,0.52,0.3456463941,0.047646394104
3.5351598527999997,0.4616463941,0.3092927882,0.0085855764164
3.666099035,0.4796463941,0.31964639409999995,0.020585576416
3.9532814882000005,0.4992927882,0.3369391823,0.020939182312
3.484452641,0.4285855764,0.3002319705,0.0205855764164
3.5166846114,0.4612927882,0.2965855764,0.0192927882084
3.4980292451666664,0.36068128911666664,0.24705328420000003,0.01705328420033333
3.276099035,0.2896463941,0.17493918230400002,0.013292788208
3.2145742763999996,0.39246394104000004,0.23881754692,0.015646394104
3.3188062468,0.43893918230000006,0.2992927882,0.0172927882082
3.452342306,0.4485855764,0.32258557642,0.019646394104
3.5125629762000004,0.6066846113000001,0.41725888751999995,0.036319705210000004
3.4185629761999996,0.45150215828,0.3045290753,0.046529075276
3.3866733112,0.39619806985999995,0.25439613965999996,0.015247587297000001
3.4616124933999997,0.39255167576,0.2582745043,0.01099301631932
3.7251650583333333,0.44220892556666663,0.29224437035,0.03361636544466667
3.806806247,0.5225629759599999,0.32466201088,0.016430040358
4.060099035,0.576,0.3556463941,0.02023197052
4.0620990348,0.59152475872,0.40046394104000005,0.037171152834
4.4933918234,0.6132927882,0.42011033513999996,0.0310495174584
4.2838557642,0.46940312334000006,0.26492788208,0.0196350938756
4.196806247,0.43363509388,0.24150215827999996,0.0179773995436
4.6804526410000005,0.49775672924,0.33563509386,0.025403123354000003
4.642319705333333,0.6183970287166667,0.41766865531666664,0.00039381178043333454
4.5177228284,0.598772346,0.37777666256,0.0057427618877999975
4.366673311,0.55503821722,0.35819806983999997,0.0017341287942899998
4.717038217400001,0.54268461132,0.3559660993,0.011026917003200002
4.1876237938,0.5185742761800001,0.32679494648,0.035038217232
4.3147949464,0.4485855764,0.28811033514,0.016585576416200003
4.1352814882,0.47293918230000004,0.28987836462,0.0156463941042
4.145635094,0.4256463941,0.29281754692,0.0222319705202
3.8347878575000003,0.5166666666666667,0.3527439901666667,0.029410656840166666
3.745635094,0.472,0.2956463941,0.013292788208199999
3.7166959118,0.4792927882,0.3112927882,0.027292788208
3.5622206704,0.41364639410000004,0.3032927882,0.019292788208
3.4176350942,0.5076463941,0.3872927882,0.026231970520199998
3.4215134586,0.43493918229999995,0.2882319705,0.0149391823122
3.3535134585999997,0.39493918232,0.25858557641999996,0.0316463941042
3.2838670646,0.49623197050000006,0.32904951746,0.024585576416400003
2.9391598530000005,0.36223197052,0.2505855764,0.024585576416
3.0255705095,0.37166666666666665,0.24833333333333332,0.019115985260166668
2.9918670646,0.43929278820000006,0.3036463941,0.013524758729199999
2.9863310056,0.3572927882,0.2632927882,0.013646394104199999
2.9836350940000003,0.4292927882,0.2802319705,0.014585576416599999
2.7768062468,0.40293918230000003,0.2642319705,0.019646394104
2.7809278822,0.3716463941,0.266,0.0082319705208
2.5844526408,0.3432927882,0.21164639410000002,0.02023197052
2.7583423060000003,0.3829391823,0.27564639409999997,0.019292788208
2.772927882333333,0.4113719950833333,0.25970532841666666,0.019410656840166667
2.8869278821999997,0.40187836462000004,0.30517115283999996,0.029524758728200002
2.9043423059999998,0.29000000000000004,0.17858557642,0.023292788208
2.945281488,0.33529278819999997,0.19387836462000002,0.0185855764164
2.9703310054,0.37163509388,0.23845264082,0.013049517456999999
3.1102093704000002,0.48611033512000007,0.31139182312,0.019391823125999998
3.1386846114,0.45915985262000003,0.30927018774000004,0.0203423056662
3.0070269172,0.43022067028000005,0.26620937006,0.029281487976999997
3.1515464701666667,0.4686185880666667,0.32959454876666666,0.02488922033
3.0184413406,0.37222067028000005,0.22327018776000002,0.020220670292
2.9917341288,0.4022206703,0.26656297596,0.021745429023
3.2544413405999997,0.43634230566000004,0.29420937004000003,0.024574276186999998
3.3484413406,0.4598670644,0.31797739952000004,0.0086959115608
3.66364572725,0.423217845225,0.261587734675,0.02175390419275
