true_qpo,fc,amp,detected,score,Q,amp_mean,fc_std,detection_status
1,0.2619909822278845,0.8166022067613565,1,4.187153766967583,42.01906759638082,0.542902,0.117391676,Detected
1,0.029902306631566882,0.9345773974365655,1,4.761600211090905,76.33174901908784,0.53532356,0.121827945,Detected
1,0.3344810361510969,0.8816634786784153,1,1.450292689435831,1.7089300642494816,0.5628132,0.10907428,Detected
1,0.24579523948033008,0.7254808029564459,1,1.4110424520795612,1.820904964022494,0.48498,0.11099528,Detected
1,0.10909148410657954,0.9674013275370004,1,4.657344097460528,67.48078151800298,0.53874433,0.10795338,Detected
1,0.4683744789350886,0.8540024055548118,1,1.4566581989066205,1.7267004888581348,0.5637588,0.11019286,Detected
1,0.011966304238737053,0.9763210928842592,1,1.6791156272771004,2.353687706670116,0.5901758,0.12112073,Detected
1,0.25029072330329355,0.8016926323918663,1,0.4520750939846039,0.0,0.5691511,0.11707601,Detected
1,0.3326916490484666,0.6006726681271664,1,1.3205736097296417,1.202330549152358,0.63808167,0.1070242,Detected
1,0.274401425592994,0.6429344930645886,1,1.1176640268480054,0.8060628961368999,0.6390608,0.11254605,Detected
1,0.17319719077147638,0.8956664439820232,0,0.3778451308608055,0.0,0.4871983,0.10935316,Failed
1,0.041348382434161154,0.8846866496202069,1,0.47244641929864883,0.0,0.58413416,0.11168774,Detected
1,0.2938240873413188,0.7804958923914959,1,3.1830812683175553,14.607036066482355,0.54757446,0.112215035,Detected
1,0.09571496376583663,0.7530361839144466,1,2.0788793861447568,3.8557061087442843,0.61476415,0.1160393,Detected
1,0.38059254215440186,0.6328729254801034,1,3.553597720817871,22.077353395486433,0.5316533,0.11690733,Detected
1,0.05670403408922795,0.934521391895929,1,1.839010414185334,3.1292643740530894,0.5335091,0.112597935,Detected
1,0.2456819466395051,0.652357150952701,1,3.8177992665203635,26.11461502732628,0.62849903,0.11077265,Detected
1,0.05231784092606736,0.7904678825773376,1,4.662464944114402,71.95375682961522,0.48233086,0.10969169,Detected
1,0.2779930331078113,0.6902057359028533,1,1.6481519083319378,2.1811842878975587,0.60101134,0.11011297,Detected
1,0.49597311043562525,0.9468010195443626,1,3.5722062109808776,22.8365380121032,0.5116876,0.11070098,Detected
1,0.04106409398039396,0.6610901382203117,1,5.0466185262425425,107.12603552286008,0.48103645,0.11771547,Detected
1,0.3147014665910877,0.6869190466567137,1,3.758960565989336,27.527294320544613,0.51819324,0.110094,Detected
1,0.24407402319917576,0.7667876071696569,1,4.351115680860786,52.72919663133696,0.4816751,0.11451596,Detected
1,0.1418206039581229,0.9129912783932026,1,1.2081518084805625,1.2570591520056649,0.50344914,0.10936004,Detected
1,0.17570792922027673,0.8342490259842825,1,4.0611518414575425,35.72341899478965,0.56566614,0.10792897,Detected
1,0.3703675812778866,0.8483943431637554,1,3.582640685717307,20.8953577474048,0.6101193,0.11375324,Detected
1,0.24272360433905654,0.8956016883939962,0,0.37092021107673645,0.0,0.48848838,0.117568165,Failed
1,0.10913243821961284,0.8338992653452388,1,3.3885296156328204,17.678098063560746,0.5770875,0.11590952,Detected
1,0.373681565056189,0.815309164205616,1,5.014532411161617,92.44709377291117,0.58750284,0.11036586,Detected
1,0.24524759207577645,0.8359698065942502,1,1.7883941180406389,3.1394194213098627,0.48141503,0.11357646,Detected
1,0.05106271305152433,0.6823441261949874,1,5.393208142625718,142.39587143850252,0.5353383,0.10773928,Detected
1,0.3119662124341273,0.7574505517889547,1,4.58519078681758,60.566132748021914,0.5769526,0.111873716,Detected
1,0.04957542282291152,0.6978445147636827,1,4.793972901209177,80.2368764149626,0.5143838,0.11778018,Detected
1,0.36712628719652574,0.8667954339085667,1,2.6865609789818485,8.246868970326675,0.56963694,0.10736097,Detected
1,0.3287613294991171,0.9369619072624825,1,5.014251192722271,88.6572900511089,0.62976414,0.11150746,Detected
1,0.14828747298404457,0.9331483003903828,1,4.4257679052140375,52.113725784346606,0.5633716,0.11003908,Detected
1,0.353258942079912,0.9655690246850228,0,0.3975812718272209,0.0,0.51159734,0.11401606,Failed
1,0.0387135718340687,0.9677444715547607,1,4.36387904485543,47.072285315992126,0.5953244,0.104151174,Detected
1,0.41956816916367395,0.6291235892659048,1,0.4732159748673439,0.0,0.58818406,0.114968084,Detected
1,0.1971497571946731,0.7271546838643806,1,0.45636124163866043,0.0,0.5698743,0.113513045,Detected
1,0.08326881536582312,0.9215818572288588,1,0.4507405534386635,0.0,0.5569722,0.10623165,Detected
1,0.47833375989308835,0.9420117948414994,1,0.49838778376579285,0.0,0.6137363,0.11534849,Detected
1,0.4780448328021962,0.6167907532680711,1,1.5416348736499164,2.1300948382378637,0.5216047,0.12103315,Detected
1,0.4897795676446348,0.8835865140292025,1,0.430300734937191,0.0,0.5490199,0.11871914,Detected
1,0.3133888335651616,0.6294779119994764,0,0.38945236057043076,0.0,0.4985468,0.10909445,Failed
1,0.2632683298551024,0.8616588765518488,1,4.979171096371916,91.50382531662976,0.5634388,0.111517675,Detected
1,0.3636958368312264,0.9358981515082105,1,1.9946039599576206,3.812032789486381,0.5361103,0.112625934,Detected
1,0.15820227867059092,0.8542758599072703,1,0.4351856932044029,0.0,0.5549577,0.119771995,Detected
1,0.2823987301779416,0.8322009190170113,1,0.45055949687957764,0.0,0.5589355,0.108376026,Detected
1,0.2917309223870376,0.7706011921004959,1,1.4812795914004737,1.8888054210249905,0.53961766,0.119181134,Detected
1,0.21014817725932372,0.6800575978509318,0,0.4011489078402519,0.0,0.5146587,0.11350978,Failed
1,0.34253300108409396,0.6844100675059943,1,1.6401943334724294,2.3833182793896444,0.53094465,0.10960728,Detected
1,0.28771256390332484,0.8186957801138224,0,0.3489561825990677,0.0,0.46375567,0.114799485,Failed
1,0.2270805116528856,0.8535720452500609,1,5.094311997278152,99.37602042450663,0.59507155,0.109682895,Detected
1,0.1198049559884965,0.9836270390354149,1,3.736935426772607,27.584774102157283,0.49284577,0.10878455,Detected
1,0.05423211455688803,0.9777493353127337,0,0.40247491747140884,0.0,0.5117056,0.10923066,Failed
1,0.13648224747321316,0.9496521386504571,1,0.47745000571012497,0.0,0.59152263,0.11407263,Detected
1,0.050874008136520585,0.8147252570682977,1,0.48668111115694046,0.0,0.60069615,0.114015035,Detected
1,0.2435332995953972,0.6086901767027871,1,4.079227332267333,37.00963155216923,0.55422723,0.11283949,Detected
1,0.4621165864593869,0.8963676620973864,1,0.46114492416381836,0.0,0.5739915,0.11284655,Detected
1,0.43887597041818094,0.854581249491719,1,4.441998382784295,54.753774234279824,0.5282051,0.10715182,Detected
1,0.3727002381701518,0.8992738380144867,1,1.5243549682063657,1.9335488278510946,0.5680893,0.11994723,Detected
1,0.38414483432610524,0.6961046533799261,1,5.042189504165095,102.91992110541294,0.50960493,0.11103604,Detected
1,0.38433548502940346,0.9708979041878382,1,0.48182620108127594,0.0,0.5962836,0.11445741,Detected
1,0.3979960218628934,0.6319794850262391,1,1.4223207917194398,1.4488328376801096,0.637866,0.11115675,Detected
1,0.2587383514069268,0.8444807215291849,1,3.90330310489294,30.76348256918899,0.559075,0.114089176,Detected
1,0.2854175330101072,0.8931455140374401,1,5.431140930804812,145.7353860611192,0.5593513,0.116841264,Detected
1,0.05341876840081046,0.724187823836007,1,2.6142382567767326,7.452959033862434,0.5930653,0.113343626,Detected
1,0.1331659735628502,0.6346155314902735,1,5.508257669617496,158.09104708228008,0.54795384,0.109172836,Detected
1,0.10760432423072609,0.7134638656837684,1,1.3645037279537022,1.6001444183025075,0.51858026,0.10964352,Detected
1,0.38759582696770756,0.8015706332415284,1,0.8866108781549853,0.5074275524880361,0.5946842,0.118477896,Detected
1,0.49836804554931596,0.9483070752770435,1,0.467660516500473,0.0,0.5835935,0.11593297,Detected
1,0.14027446993117906,0.6309145060199642,1,1.141249233947156,1.0471753247602607,0.53509486,0.110306576,Detected
1,0.10316258556884889,0.7127770135664387,1,0.4789917543530464,0.0,0.59483385,0.1158421,Detected
1,0.05599041776569327,0.7747394363822525,1,0.8647500985801001,0.4659309438801864,0.592172,0.109912425,Detected
1,0.05812409258600718,0.8062828034263825,1,0.47129617631435394,0.0,0.5854576,0.11416145,Detected
1,0.19837444424751766,0.9878823280471616,1,1.4321490946718176,1.4785928113037734,0.6468429,0.12238479,Detected
1,0.2466999014129092,0.7143474923726171,1,1.416002872719746,1.8687233706846444,0.47595084,0.11381508,Detected
1,0.22561653802238213,0.6954821542102284,1,0.44669270515441895,0.0,0.5550988,0.10840607,Detected
